Gender,Age Range,Ethnicity,Department,Education Level,Years of Experience,Performance Score,Training Participation,Support for Diversity Initiatives,Experienced Workplace Bias,Projects Handled,Overtime Hours,Promotion Status
Male,40-49,Black,HR,Master,11,70,No,Yes,No,12,26,Yes
Male,50-59,Asian,IT,PhD,23,85,Yes,Yes,Yes,10,8,Yes
Male,20-29,White,Marketing,Bachelor,30,95,No,No,Yes,4,22,Yes
Female,50-59,Black,Marketing,Bachelor,13,95,Yes,No,No,11,6,Yes
Female,40-49,Hispanic,Finance,PhD,11,70,Yes,No,No,7,0,No
Male,20-29,Asian,Marketing,Master,18,85,Yes,No,No,13,6,Yes
Male,40-49,Black,HR,PhD,23,70,Yes,Yes,No,9,25,Yes
Female,20-29,Hispanic,Finance,Master,15,85,Yes,No,No,5,6,Yes
Female,30-39,Black,IT,Bachelor,1,95,Yes,Yes,No,4,19,No
Male,40-49,Black,Finance,Master,21,80,No,Yes,Yes,9,6,Yes
Male,40-49,Black,HR,PhD,25,60,No,Yes,No,5,7,No
Female,50-59,Asian,HR,PhD,7,80,No,No,No,9,15,No
Male,40-49,Hispanic,Finance,Bachelor,23,60,Yes,Yes,Yes,8,2,Yes
Male,40-49,White,IT,Master,27,95,No,No,No,4,12,No
Male,30-39,Asian,Finance,Master,13,80,Yes,No,Yes,11,9,Yes
Female,40-49,Asian,IT,Master,12,80,No,No,No,11,17,No
Female,30-39,Asian,Finance,Bachelor,18,70,Yes,No,No,7,6,Yes
Female,30-39,White,HR,Master,24,90,No,No,Yes,5,20,No
Female,30-39,Hispanic,Marketing,PhD,19,95,Yes,Yes,No,10,20,No
Female,30-39,Hispanic,Marketing,Master,15,85,No,Yes,Yes,4,29,No
Female,20-29,Hispanic,IT,Bachelor,8,95,Yes,No,No,5,4,No
Female,50-59,Black,IT,Master,19,85,No,Yes,No,5,22,No
Male,20-29,Black,IT,Master,10,85,Yes,No,Yes,11,24,Yes
Male,40-49,Black,HR,PhD,7,60,No,Yes,No,9,26,Yes
Male,20-29,White,Finance,Master,18,85,No,Yes,No,12,23,Yes
Male,20-29,Black,HR,PhD,16,85,No,Yes,Yes,9,21,Yes
Male,40-49,White,Marketing,PhD,20,70,Yes,Yes,No,6,6,No
Male,40-49,Hispanic,IT,Bachelor,27,80,Yes,Yes,Yes,14,24,No
Male,40-49,Black,Finance,PhD,6,95,Yes,Yes,No,4,29,Yes
Female,20-29,Black,Marketing,PhD,27,95,Yes,Yes,Yes,2,26,Yes
Female,20-29,Asian,Marketing,Bachelor,9,85,Yes,Yes,No,14,21,No
Male,40-49,White,Marketing,PhD,21,90,No,Yes,Yes,3,16,Yes
Male,50-59,Hispanic,HR,Bachelor,13,95,Yes,Yes,Yes,2,3,Yes
Female,50-59,Asian,IT,Master,25,85,No,Yes,No,5,23,No
Male,30-39,Asian,Marketing,Bachelor,21,60,No,Yes,No,6,22,Yes
Male,40-49,Hispanic,IT,PhD,26,60,Yes,Yes,Yes,11,15,Yes
Female,30-39,Asian,HR,Bachelor,8,60,No,No,No,5,18,Yes
Male,50-59,White,Marketing,PhD,16,85,Yes,Yes,Yes,2,9,Yes
Female,30-39,White,HR,Master,13,70,Yes,Yes,No,12,2,No
Male,40-49,Black,HR,Bachelor,13,90,Yes,Yes,No,5,26,Yes
Female,40-49,Asian,IT,Master,17,85,No,Yes,Yes,9,2,No
Female,40-49,Black,Marketing,PhD,23,70,Yes,Yes,Yes,4,27,No
Female,20-29,Asian,HR,PhD,20,70,Yes,Yes,No,12,16,No
Male,30-39,White,Marketing,Master,5,95,Yes,No,No,10,9,Yes
Female,50-59,White,IT,Bachelor,22,85,No,No,No,2,16,No
Male,50-59,White,HR,Bachelor,21,85,Yes,No,No,3,21,No
Male,50-59,Asian,IT,PhD,28,70,No,Yes,No,3,29,Yes
Male,20-29,White,Marketing,Master,17,70,No,Yes,Yes,9,29,Yes
Male,20-29,Asian,Marketing,Master,28,70,Yes,Yes,No,4,16,Yes
Female,40-49,Black,IT,Bachelor,9,95,No,No,No,1,20,No
Female,50-59,Asian,Finance,Bachelor,2,85,No,Yes,Yes,1,3,No
Male,20-29,Black,HR,Bachelor,25,70,Yes,Yes,Yes,7,20,Yes
Male,40-49,Asian,Marketing,Master,26,60,Yes,No,Yes,7,22,Yes
Female,50-59,Black,Marketing,Bachelor,18,85,Yes,No,No,2,5,No
Male,30-39,White,HR,Bachelor,9,95,No,Yes,Yes,9,11,Yes
Female,40-49,Black,IT,PhD,6,60,Yes,Yes,Yes,9,24,No
Male,20-29,White,IT,Bachelor,11,80,No,Yes,Yes,5,21,Yes
Male,20-29,White,IT,Bachelor,25,85,No,Yes,Yes,3,24,No
Female,40-49,Black,Finance,Master,29,80,No,No,No,3,19,No
Male,40-49,Asian,Finance,Master,6,70,No,Yes,No,12,16,Yes
Female,20-29,Asian,Marketing,PhD,6,95,No,Yes,No,3,16,No
Male,30-39,Hispanic,IT,Bachelor,13,70,Yes,No,Yes,6,9,Yes
Male,50-59,Asian,HR,PhD,11,95,Yes,Yes,Yes,4,6,Yes
Male,30-39,Hispanic,Marketing,Master,14,90,No,Yes,Yes,8,28,Yes
Female,40-49,Asian,HR,PhD,2,70,No,No,Yes,13,15,No
Male,30-39,Asian,Marketing,Master,8,80,Yes,No,Yes,11,28,Yes
Male,20-29,White,Finance,PhD,3,95,Yes,Yes,Yes,13,12,Yes
Male,40-49,Hispanic,Marketing,PhD,23,70,No,No,No,11,2,Yes
Male,50-59,Asian,Finance,Bachelor,21,85,No,No,No,11,1,Yes
Female,20-29,Hispanic,Marketing,PhD,3,95,Yes,Yes,Yes,5,15,No
Female,20-29,White,IT,Bachelor,1,95,Yes,No,No,1,29,No
Male,50-59,White,HR,Bachelor,24,70,No,Yes,Yes,9,5,Yes
Female,50-59,Hispanic,IT,Bachelor,19,90,Yes,Yes,Yes,1,5,No
Male,30-39,White,Marketing,Bachelor,18,70,Yes,Yes,No,6,12,Yes
Male,40-49,Black,Marketing,PhD,17,80,No,Yes,Yes,1,6,Yes
Male,50-59,Black,Marketing,Master,20,80,No,No,No,3,4,Yes
Female,50-59,White,Finance,Master,29,95,No,Yes,Yes,10,23,Yes
Female,40-49,Black,HR,Master,24,95,Yes,Yes,Yes,5,6,No
Female,50-59,Asian,HR,PhD,13,70,No,Yes,No,10,1,No
Female,50-59,Hispanic,Marketing,Bachelor,3,80,Yes,Yes,Yes,7,16,No
Female,30-39,Asian,Marketing,Master,30,80,No,No,Yes,14,12,No
Female,20-29,Hispanic,Finance,PhD,1,90,No,No,Yes,10,29,Yes
Female,20-29,White,IT,Bachelor,4,85,Yes,No,No,8,24,No
Female,20-29,Asian,IT,Master,25,90,Yes,Yes,Yes,12,20,No
Female,20-29,White,HR,Bachelor,13,60,No,No,Yes,9,27,No
Male,50-59,White,Finance,Master,17,90,No,No,Yes,6,26,Yes
Female,40-49,Hispanic,Marketing,Master,28,70,Yes,Yes,No,11,20,No
Female,40-49,Hispanic,HR,Master,30,85,No,No,No,9,27,No
Female,30-39,Hispanic,Finance,Bachelor,11,70,Yes,Yes,No,8,15,No
Female,30-39,Asian,IT,PhD,2,60,Yes,No,No,9,25,Yes
Female,50-59,Black,Finance,Bachelor,25,85,No,No,No,10,19,No
Female,40-49,Hispanic,IT,Master,16,95,Yes,No,Yes,4,1,No
Female,40-49,Hispanic,Finance,Bachelor,2,80,Yes,No,No,9,4,No
Female,20-29,Asian,HR,PhD,29,90,Yes,Yes,No,7,17,No
Female,50-59,Hispanic,IT,Bachelor,19,70,No,Yes,Yes,5,27,No
Female,50-59,Asian,HR,PhD,23,60,Yes,No,No,5,6,No
Female,20-29,White,HR,PhD,19,80,No,Yes,Yes,1,10,No
Male,50-59,Hispanic,IT,Bachelor,25,90,No,No,No,2,24,Yes
Male,50-59,Hispanic,IT,Master,16,80,No,No,Yes,10,24,No
Female,30-39,White,Marketing,PhD,22,90,Yes,No,Yes,3,10,Yes
Female,40-49,White,Marketing,Bachelor,19,95,Yes,No,No,14,21,No
Male,50-59,White,Marketing,PhD,9,85,No,No,No,14,16,Yes
Female,30-39,Hispanic,HR,Master,1,80,No,No,Yes,8,15,No
Male,40-49,Black,HR,Bachelor,10,80,Yes,Yes,Yes,6,12,Yes
Male,20-29,Black,Marketing,Bachelor,19,80,No,Yes,Yes,12,21,Yes
Male,30-39,Black,HR,Bachelor,1,85,No,No,Yes,10,4,Yes
Male,30-39,Hispanic,HR,Master,2,60,Yes,Yes,Yes,11,19,Yes
Male,40-49,White,IT,PhD,16,90,No,No,Yes,13,15,Yes
Female,20-29,Hispanic,IT,Bachelor,12,95,Yes,Yes,Yes,14,27,No
Male,30-39,White,HR,PhD,8,80,Yes,Yes,No,5,21,Yes
Female,50-59,Hispanic,Marketing,PhD,23,85,No,Yes,Yes,13,21,Yes
Female,50-59,Hispanic,Finance,Master,18,60,Yes,No,No,1,15,No
Male,50-59,White,Marketing,Bachelor,2,90,Yes,Yes,No,12,15,Yes
Male,20-29,Black,Finance,PhD,25,85,Yes,No,Yes,11,13,Yes
Female,30-39,White,Marketing,Bachelor,29,95,No,No,Yes,12,5,No
Male,50-59,Asian,IT,Bachelor,13,95,No,No,No,9,1,Yes
Male,20-29,Asian,HR,Master,6,90,No,Yes,Yes,3,13,Yes
Female,50-59,White,HR,Bachelor,21,80,Yes,Yes,Yes,3,15,Yes
Female,40-49,Hispanic,IT,Bachelor,26,95,Yes,Yes,No,2,22,No
Male,30-39,Asian,Finance,PhD,6,60,No,No,No,4,29,Yes
Female,30-39,Asian,Finance,Master,9,85,No,No,No,12,19,No
Male,20-29,Hispanic,Finance,Bachelor,16,60,Yes,Yes,Yes,2,12,Yes
Male,20-29,Hispanic,IT,PhD,11,80,No,No,Yes,13,14,Yes
Male,30-39,Black,Finance,Master,7,60,No,Yes,No,9,11,Yes
Female,50-59,Hispanic,IT,Master,10,60,No,Yes,Yes,12,8,No
Female,50-59,White,Marketing,PhD,10,70,No,Yes,No,10,25,No
Female,40-49,White,Marketing,PhD,30,60,No,Yes,Yes,7,17,No
Female,50-59,Black,IT,PhD,25,90,Yes,No,No,8,20,No
Female,20-29,Asian,HR,PhD,20,85,No,Yes,Yes,3,13,No
Male,20-29,Asian,Marketing,PhD,18,70,No,Yes,No,6,19,Yes
Male,50-59,Hispanic,Finance,Bachelor,28,85,Yes,Yes,Yes,10,24,Yes
Male,20-29,White,IT,Bachelor,24,85,Yes,Yes,Yes,6,3,No
Male,30-39,Asian,Finance,Master,20,80,Yes,Yes,No,13,7,Yes
Female,30-39,Black,Finance,Bachelor,29,80,Yes,Yes,Yes,1,7,No
Male,50-59,Black,HR,Bachelor,9,70,No,Yes,Yes,6,21,Yes
Female,30-39,White,Finance,Bachelor,15,95,No,No,No,13,21,No
Male,30-39,Black,HR,PhD,4,80,No,No,Yes,14,15,Yes
Female,40-49,Black,Marketing,Master,8,80,No,No,Yes,3,26,No
Female,40-49,White,IT,Master,9,80,Yes,No,Yes,11,23,No
Male,30-39,Hispanic,Finance,Master,13,85,Yes,Yes,No,3,27,Yes
Male,50-59,Hispanic,IT,Master,9,70,No,No,No,3,28,Yes
Male,40-49,Black,Finance,Bachelor,26,85,No,No,No,10,27,Yes
Male,20-29,Hispanic,IT,Bachelor,4,90,No,No,No,11,9,Yes
Female,20-29,Hispanic,Finance,PhD,17,85,No,Yes,No,11,24,No
Male,20-29,Black,Finance,Master,16,90,Yes,No,Yes,10,20,Yes
Male,50-59,Hispanic,Finance,Bachelor,15,60,No,No,Yes,11,26,Yes
Female,30-39,Black,Finance,Bachelor,3,60,Yes,Yes,No,8,16,No
Male,20-29,Asian,Finance,PhD,25,90,Yes,No,Yes,13,0,Yes
Male,50-59,White,Finance,PhD,20,90,Yes,Yes,Yes,5,17,Yes
Male,40-49,White,Finance,PhD,5,85,Yes,No,Yes,4,9,Yes
Male,30-39,Hispanic,Finance,Bachelor,23,90,No,Yes,Yes,13,25,Yes
Male,40-49,Hispanic,Finance,Bachelor,5,70,No,No,No,9,20,Yes
Female,50-59,Hispanic,IT,PhD,20,60,No,No,No,9,3,Yes
Male,20-29,White,HR,Master,15,60,No,No,Yes,1,0,Yes
Male,20-29,Asian,Finance,PhD,18,95,Yes,Yes,Yes,2,3,Yes
Male,50-59,Asian,HR,PhD,15,90,Yes,No,No,8,3,Yes
Male,20-29,White,Finance,PhD,2,80,Yes,Yes,Yes,5,25,Yes
Male,30-39,Asian,Finance,PhD,29,80,No,Yes,Yes,7,3,Yes
Female,50-59,White,IT,Bachelor,13,90,Yes,Yes,Yes,1,16,No
Male,40-49,Asian,Marketing,Master,4,70,Yes,Yes,No,12,8,Yes
Female,50-59,Black,Marketing,PhD,10,80,Yes,No,No,10,29,No
Female,30-39,Black,IT,Master,13,95,Yes,No,Yes,12,18,No
Male,30-39,White,HR,Master,10,90,No,No,Yes,5,12,Yes
Male,50-59,Asian,Marketing,Master,29,70,Yes,Yes,Yes,11,3,Yes
Male,50-59,Hispanic,IT,PhD,9,70,Yes,No,Yes,12,4,Yes
Male,20-29,Asian,IT,Bachelor,8,85,No,Yes,Yes,3,28,Yes
Female,30-39,Black,Marketing,PhD,3,70,No,Yes,Yes,10,12,No
Male,50-59,Black,HR,Master,16,80,No,Yes,No,12,22,Yes
Male,50-59,Asian,IT,Master,14,80,Yes,No,No,12,15,Yes
Male,30-39,Asian,Finance,Bachelor,9,90,Yes,No,Yes,14,21,No
Male,50-59,Hispanic,HR,PhD,30,90,Yes,Yes,No,2,4,No
Male,20-29,Hispanic,HR,Master,21,70,Yes,No,Yes,2,7,Yes
Male,30-39,Asian,Marketing,Bachelor,11,95,No,No,Yes,9,15,Yes
Female,20-29,Asian,Marketing,Master,3,60,Yes,Yes,No,13,29,No
Female,20-29,Asian,Finance,Bachelor,5,85,Yes,Yes,No,4,0,No
Male,20-29,Asian,IT,Bachelor,29,60,No,No,Yes,4,22,Yes
Male,20-29,White,Marketing,PhD,10,70,No,Yes,Yes,7,27,No
Male,30-39,Asian,Marketing,Master,13,70,No,Yes,No,10,5,Yes
Female,20-29,Hispanic,HR,PhD,4,60,Yes,No,No,10,10,No
Male,20-29,Black,Marketing,Master,24,85,Yes,No,Yes,13,15,Yes
Female,50-59,White,Marketing,PhD,13,60,Yes,Yes,Yes,2,4,No
Male,30-39,Asian,Marketing,Master,12,90,Yes,No,Yes,3,15,Yes
Male,30-39,Black,Marketing,PhD,5,80,Yes,Yes,No,3,6,Yes
Male,40-49,White,HR,Bachelor,10,95,No,Yes,Yes,6,18,Yes
Male,30-39,Black,Finance,Master,28,90,No,No,No,3,0,Yes
Female,30-39,Asian,Finance,Master,24,80,Yes,Yes,Yes,11,8,No
Female,40-49,Asian,IT,Bachelor,9,95,Yes,Yes,No,5,17,No
Male,30-39,Hispanic,Marketing,PhD,20,95,Yes,Yes,No,4,12,Yes
Male,30-39,Asian,HR,Master,7,95,Yes,No,No,3,25,Yes
Female,30-39,Asian,IT,Master,2,70,Yes,No,No,8,14,No
Female,30-39,White,IT,PhD,22,95,No,No,Yes,14,2,No
Female,40-49,Hispanic,Finance,Bachelor,24,85,No,Yes,No,10,23,No
Female,30-39,White,HR,PhD,28,60,No,Yes,No,3,27,No
Male,30-39,Black,HR,PhD,23,85,Yes,No,No,6,9,Yes
Female,40-49,Asian,HR,PhD,7,60,Yes,No,Yes,13,8,No
Male,50-59,Black,Finance,Master,8,90,No,No,Yes,7,12,Yes
Female,20-29,White,Finance,Bachelor,7,90,No,Yes,Yes,7,15,No
Female,50-59,Asian,Finance,Bachelor,21,60,Yes,No,Yes,2,2,No
Female,40-49,Asian,Finance,PhD,23,85,No,Yes,Yes,14,21,No
Female,20-29,White,Finance,Master,29,60,No,No,Yes,3,22,No
Female,40-49,White,Marketing,PhD,14,95,Yes,Yes,No,12,14,No
Male,40-49,White,Marketing,Master,26,70,No,Yes,No,10,16,Yes
Male,30-39,White,HR,Master,19,90,No,No,No,10,13,Yes
Female,20-29,White,IT,Master,5,70,No,Yes,Yes,4,6,No
Female,30-39,Asian,HR,Master,23,95,Yes,No,No,7,19,No
Male,20-29,White,IT,Bachelor,25,95,No,Yes,No,2,15,Yes
Female,40-49,Asian,Finance,Master,18,90,No,Yes,Yes,3,20,Yes
Female,40-49,Asian,IT,Master,20,90,No,No,No,7,7,No
Male,50-59,White,HR,PhD,12,95,Yes,Yes,Yes,7,3,Yes
Female,20-29,White,HR,PhD,23,80,Yes,No,No,10,19,No
Female,30-39,Hispanic,IT,Bachelor,17,70,No,No,Yes,3,23,No
Male,50-59,Asian,Marketing,PhD,13,70,Yes,No,Yes,12,14,No
Male,50-59,White,Finance,Master,2,80,No,Yes,Yes,1,4,Yes
Male,50-59,White,Finance,PhD,25,85,Yes,Yes,No,12,12,Yes
Female,30-39,White,HR,Bachelor,13,70,Yes,Yes,No,3,5,Yes
Male,50-59,Hispanic,Marketing,PhD,26,60,No,No,Yes,5,27,Yes
Male,30-39,Hispanic,IT,PhD,7,95,No,No,Yes,7,26,Yes
Male,50-59,Black,Finance,Bachelor,28,95,No,Yes,No,4,29,Yes
Male,30-39,Asian,Marketing,Bachelor,10,80,Yes,Yes,No,13,4,Yes
Male,40-49,Black,Finance,Master,23,70,No,No,Yes,13,16,Yes
Male,40-49,White,Marketing,PhD,6,85,Yes,Yes,No,11,6,Yes
Female,40-49,Hispanic,Marketing,Master,3,70,Yes,No,No,11,5,No
Female,40-49,Hispanic,HR,PhD,26,95,No,Yes,No,1,1,No
Male,40-49,Black,Finance,PhD,3,90,Yes,No,Yes,6,10,No
Male,50-59,Hispanic,IT,Master,18,60,No,Yes,Yes,2,6,Yes
Male,50-59,White,HR,PhD,11,80,Yes,Yes,No,12,21,Yes
Female,50-59,Hispanic,HR,PhD,22,90,No,No,Yes,3,20,No
Female,30-39,Black,IT,PhD,20,85,Yes,No,No,4,7,No
Female,30-39,White,HR,Bachelor,5,90,Yes,No,No,6,4,No
Female,30-39,Black,Marketing,Master,19,90,No,Yes,Yes,6,26,No
Female,30-39,Hispanic,Marketing,Bachelor,22,85,Yes,No,Yes,7,17,No
Female,40-49,Black,Finance,Master,27,90,No,No,Yes,5,21,No
Female,40-49,Black,Finance,Master,28,80,Yes,Yes,No,7,15,No
Female,40-49,Asian,IT,PhD,19,95,Yes,No,No,2,13,No
Female,20-29,Hispanic,Finance,Master,30,70,Yes,No,Yes,1,11,No
Male,50-59,Hispanic,Marketing,Bachelor,15,90,No,No,Yes,12,16,Yes
Male,30-39,Black,IT,Bachelor,30,80,No,Yes,Yes,10,4,Yes
Male,30-39,Asian,IT,Bachelor,16,70,No,Yes,No,8,13,Yes
Male,40-49,Hispanic,Finance,Master,24,70,No,Yes,No,1,5,No
Female,30-39,White,Marketing,Bachelor,9,90,No,No,No,12,14,No
Female,30-39,Black,IT,Master,4,80,Yes,Yes,Yes,2,6,Yes
Male,50-59,Hispanic,Marketing,Bachelor,15,95,Yes,No,Yes,11,13,No
Female,40-49,White,Marketing,Bachelor,25,90,No,No,No,12,17,No
Male,50-59,Hispanic,Marketing,Master,12,85,Yes,No,Yes,10,0,Yes
Female,20-29,White,Finance,Bachelor,23,70,Yes,Yes,Yes,6,5,Yes
Male,20-29,Black,HR,PhD,3,90,Yes,Yes,Yes,1,2,Yes
Female,20-29,Hispanic,HR,Master,23,70,Yes,No,Yes,10,4,No
Female,40-49,Hispanic,IT,Master,14,80,No,No,No,3,11,No
Male,30-39,Asian,Marketing,Master,17,60,Yes,Yes,Yes,7,10,Yes
Female,40-49,Black,Finance,PhD,19,90,No,Yes,No,12,12,No
Male,40-49,White,Marketing,Master,6,95,No,Yes,No,8,15,Yes
Male,30-39,Hispanic,Marketing,Bachelor,4,90,Yes,No,Yes,4,17,Yes
Male,50-59,Hispanic,Finance,Bachelor,7,70,No,Yes,No,12,16,Yes
Male,20-29,White,HR,Bachelor,30,80,Yes,Yes,No,3,16,Yes
Female,50-59,Black,Marketing,Master,19,85,Yes,Yes,Yes,1,28,No
Female,20-29,Asian,Marketing,Bachelor,17,95,Yes,No,No,12,10,No
Female,40-49,Asian,HR,Master,25,80,No,Yes,No,9,19,No
Male,20-29,Hispanic,Finance,Bachelor,16,90,No,No,No,10,9,No
Female,40-49,White,IT,PhD,15,85,No,No,No,6,28,No
Male,50-59,Hispanic,HR,PhD,22,80,Yes,No,No,6,15,Yes
Female,40-49,White,IT,PhD,8,60,Yes,Yes,No,9,1,No
Female,50-59,Asian,IT,PhD,19,95,Yes,Yes,No,1,16,No
Female,30-39,Black,HR,Master,8,70,No,Yes,No,6,21,No
Male,30-39,White,Marketing,Bachelor,18,80,Yes,No,Yes,12,29,Yes
Female,30-39,Asian,IT,PhD,28,80,Yes,Yes,Yes,5,19,No
Female,40-49,Hispanic,IT,Master,16,60,No,No,Yes,13,9,No
Male,30-39,White,Finance,PhD,20,90,No,Yes,No,11,12,Yes
Female,20-29,Black,Marketing,PhD,19,95,No,Yes,No,6,11,No
Male,50-59,Hispanic,IT,Master,10,95,Yes,Yes,No,14,14,Yes
Female,50-59,Hispanic,Finance,Master,17,70,Yes,Yes,Yes,11,6,No
Male,20-29,Asian,Marketing,Bachelor,13,80,Yes,No,Yes,8,26,Yes
Male,40-49,White,HR,Bachelor,13,85,No,No,Yes,5,21,Yes
Female,40-49,Hispanic,HR,PhD,7,80,No,No,No,2,20,No
Male,50-59,Black,Finance,PhD,27,70,No,No,Yes,12,25,Yes
Male,30-39,White,HR,Bachelor,10,80,No,Yes,Yes,12,27,Yes
Male,40-49,Black,IT,Bachelor,2,60,Yes,No,No,2,12,Yes
Male,40-49,Hispanic,Marketing,Master,4,80,Yes,No,Yes,10,11,Yes
Male,20-29,Black,IT,Bachelor,25,80,Yes,No,No,5,11,Yes
Male,20-29,Asian,IT,Bachelor,6,85,Yes,Yes,Yes,3,27,Yes
Female,30-39,Black,HR,PhD,24,60,Yes,No,No,10,1,No
Male,40-49,White,IT,Bachelor,18,60,Yes,No,No,3,4,No
Male,40-49,Black,HR,PhD,23,80,Yes,Yes,No,8,24,No
Female,20-29,Black,Marketing,Bachelor,6,95,Yes,Yes,No,7,24,No
Female,40-49,Asian,Marketing,Master,29,85,No,No,No,1,1,No
Female,50-59,Black,IT,Bachelor,30,80,No,No,Yes,12,22,No
Female,20-29,Black,Finance,Bachelor,25,80,Yes,Yes,No,13,25,No
Female,30-39,Hispanic,HR,Bachelor,23,70,No,No,No,12,29,No
Female,20-29,Hispanic,HR,PhD,17,70,Yes,Yes,No,5,19,No
Female,40-49,White,IT,Master,14,95,Yes,No,No,9,12,Yes
Male,30-39,Hispanic,HR,Bachelor,24,85,No,No,Yes,4,28,Yes
Male,20-29,Hispanic,HR,PhD,11,90,Yes,No,No,1,2,Yes
Female,50-59,Hispanic,Finance,Master,26,70,Yes,No,Yes,8,10,No
Male,50-59,Hispanic,Finance,PhD,19,90,Yes,No,No,5,15,Yes
Male,20-29,Asian,IT,PhD,30,60,Yes,Yes,No,2,0,Yes
Male,50-59,Hispanic,Finance,Master,2,70,Yes,Yes,Yes,12,18,Yes
Female,50-59,Asian,IT,Bachelor,28,70,Yes,No,Yes,1,10,No
Female,50-59,Asian,Marketing,PhD,3,85,Yes,No,Yes,14,8,No
Male,30-39,Hispanic,IT,PhD,11,95,No,No,No,12,13,Yes
Female,50-59,Black,Marketing,Bachelor,6,90,No,Yes,Yes,12,8,No
