Gender,Age Range,Ethnicity,Department,Education Level,Years of Experience,Performance Score,Training Participation,Support for Diversity Initiatives,Experienced Workplace Bias,Projects Handled,Overtime Hours,Promotion Status
Male,50-59,Asian,IT,Bachelor,29,70,Yes,Yes,No,12,6,Yes
Male,50-59,Black,HR,Master,14,70,No,Yes,Yes,3,15,Yes
Male,30-39,Black,Finance,Master,19,85,Yes,Yes,Yes,9,2,Yes
Male,20-29,Hispanic,Marketing,Master,26,85,Yes,Yes,No,1,28,Yes
Female,40-49,White,IT,Bachelor,16,95,Yes,Yes,Yes,4,18,No
Female,50-59,Hispanic,Finance,PhD,21,90,Yes,Yes,Yes,8,3,No
Female,20-29,White,IT,PhD,22,60,No,Yes,No,8,6,No
Male,50-59,White,Finance,Master,24,95,No,No,No,10,22,Yes
Female,30-39,Hispanic,Finance,Bachelor,7,60,No,Yes,No,12,27,No
Male,20-29,Hispanic,IT,PhD,30,80,No,Yes,Yes,11,11,Yes
Female,30-39,White,Marketing,Master,27,70,Yes,Yes,Yes,13,29,No
Male,50-59,Hispanic,Marketing,PhD,8,90,No,Yes,Yes,11,17,Yes
Male,50-59,White,HR,PhD,19,95,Yes,No,Yes,8,27,Yes
Male,30-39,Black,Finance,Bachelor,20,70,Yes,Yes,Yes,10,4,Yes
Female,40-49,Hispanic,HR,Bachelor,16,90,No,No,No,8,22,No
Female,30-39,Black,HR,PhD,22,90,Yes,No,Yes,4,22,No
Female,50-59,Asian,IT,Master,27,90,No,No,No,8,21,No
Female,30-39,Black,IT,Bachelor,7,70,No,Yes,Yes,9,25,No
Male,40-49,Black,IT,PhD,9,95,No,Yes,No,7,9,Yes
Female,30-39,White,Finance,Bachelor,13,85,No,Yes,Yes,14,11,No
Female,40-49,Black,IT,Bachelor,1,70,No,No,Yes,12,7,No
Male,40-49,Hispanic,IT,Bachelor,29,90,Yes,No,No,2,18,Yes
Male,30-39,White,Finance,PhD,8,95,No,No,Yes,9,14,Yes
Male,30-39,Asian,Finance,Master,24,80,No,No,No,11,0,Yes
Female,20-29,Hispanic,Marketing,Master,22,60,Yes,Yes,Yes,8,2,No
Male,50-59,Asian,IT,Master,4,90,No,Yes,Yes,13,26,Yes
Male,40-49,Black,IT,Bachelor,3,80,No,Yes,No,5,17,Yes
Male,20-29,Hispanic,IT,PhD,27,85,Yes,No,Yes,12,17,Yes
Female,30-39,Hispanic,Marketing,Bachelor,3,90,Yes,No,No,3,29,No
Male,50-59,Asian,IT,Master,22,80,No,Yes,Yes,7,29,Yes
Female,20-29,Hispanic,Marketing,Master,13,90,Yes,Yes,Yes,14,1,No
Female,40-49,Hispanic,HR,PhD,8,70,No,No,Yes,14,4,No
Male,20-29,Hispanic,Marketing,Bachelor,7,95,Yes,Yes,Yes,2,28,Yes
Male,40-49,Black,HR,Master,27,80,No,Yes,Yes,13,0,Yes
Female,30-39,Asian,IT,PhD,1,95,No,No,Yes,3,9,No
Male,50-59,Hispanic,HR,Bachelor,27,70,No,No,Yes,12,19,Yes
Male,50-59,White,Marketing,Bachelor,16,70,Yes,No,No,9,29,No
Female,50-59,White,Finance,Master,6,95,No,Yes,Yes,4,9,No
Female,30-39,White,HR,Master,7,80,Yes,No,Yes,4,4,No
Male,40-49,White,HR,Bachelor,12,95,No,Yes,Yes,3,17,Yes
Female,30-39,Black,IT,Bachelor,23,95,No,Yes,No,5,20,Yes
Male,50-59,Hispanic,Marketing,Master,9,60,No,No,No,3,25,Yes
Male,30-39,Asian,HR,Bachelor,27,80,No,Yes,Yes,9,14,Yes
Male,30-39,Hispanic,HR,Master,11,60,No,No,Yes,3,19,Yes
Female,30-39,Black,HR,Bachelor,10,90,Yes,No,Yes,2,7,No
Male,40-49,White,HR,Master,21,95,Yes,Yes,No,12,16,Yes
Male,20-29,Black,Finance,PhD,1,90,Yes,Yes,Yes,5,11,Yes
Male,20-29,Hispanic,Marketing,Master,18,80,No,No,No,6,20,Yes
Female,30-39,Asian,IT,Master,4,95,No,No,Yes,1,29,No
Female,20-29,Black,IT,PhD,5,90,Yes,No,No,14,29,Yes
Female,20-29,Asian,Finance,Bachelor,9,85,No,No,No,12,26,No
Female,30-39,Black,Marketing,PhD,27,70,No,No,Yes,11,11,No
Female,30-39,Asian,HR,Master,17,95,No,No,Yes,6,25,No
Male,50-59,Asian,Finance,Bachelor,3,70,Yes,Yes,Yes,10,0,No
Female,20-29,White,Marketing,PhD,16,60,Yes,Yes,Yes,3,25,No
Female,40-49,Asian,HR,Bachelor,5,90,Yes,Yes,Yes,4,25,No
Female,30-39,White,Finance,Bachelor,16,60,Yes,Yes,Yes,6,3,No
Male,50-59,Hispanic,Marketing,PhD,3,95,Yes,No,Yes,8,7,No
Female,40-49,Hispanic,IT,Bachelor,20,70,No,Yes,No,9,0,No
Female,20-29,White,IT,PhD,15,70,No,Yes,Yes,6,26,No
Male,50-59,White,Marketing,Master,30,90,No,No,Yes,7,14,Yes
Female,30-39,Black,IT,Bachelor,3,95,No,Yes,No,14,17,No
Male,40-49,Black,Marketing,Master,20,85,Yes,No,Yes,5,0,Yes
Male,30-39,Black,HR,Master,14,85,Yes,No,Yes,14,10,Yes
Male,20-29,Hispanic,Marketing,Bachelor,16,90,No,No,Yes,12,22,No
Male,40-49,Black,HR,PhD,29,95,Yes,No,Yes,9,1,No
Male,20-29,Asian,Finance,Bachelor,29,90,No,No,No,4,0,Yes
Female,20-29,Asian,Marketing,Master,17,95,No,Yes,No,10,11,No
Male,50-59,Black,Finance,Master,28,60,No,Yes,Yes,11,15,Yes
Male,30-39,Asian,IT,PhD,24,90,No,Yes,Yes,6,21,Yes
Female,40-49,Hispanic,HR,Bachelor,20,95,Yes,No,No,5,21,No
Male,20-29,Asian,Marketing,Master,23,85,No,Yes,Yes,1,9,Yes
Female,20-29,Hispanic,Finance,Master,18,95,Yes,Yes,No,5,17,No
Female,40-49,White,HR,Master,18,95,No,Yes,No,13,14,No
Female,20-29,White,HR,PhD,22,90,No,Yes,No,5,16,No
Male,50-59,White,IT,Master,14,60,No,No,Yes,14,29,Yes
Male,50-59,White,IT,Master,18,60,No,Yes,Yes,9,9,No
Male,50-59,Asian,HR,Bachelor,15,60,Yes,No,Yes,1,2,Yes
Female,50-59,Black,HR,Bachelor,15,60,No,No,No,5,25,No
Male,20-29,Asian,Marketing,Master,6,80,Yes,Yes,Yes,7,29,Yes
Male,40-49,Hispanic,HR,Master,27,90,No,No,Yes,11,20,Yes
Male,40-49,Asian,Marketing,Bachelor,15,70,No,No,No,6,15,Yes
Female,40-49,Asian,HR,PhD,18,90,No,No,Yes,6,5,No
Female,40-49,Hispanic,IT,PhD,4,80,Yes,No,Yes,12,2,No
Male,30-39,White,Marketing,PhD,23,60,No,No,Yes,7,8,Yes
Male,40-49,White,Finance,PhD,8,80,No,No,No,6,10,Yes
Male,30-39,White,IT,PhD,15,85,No,No,Yes,5,20,Yes
Male,30-39,Black,Marketing,PhD,3,85,No,Yes,No,10,12,Yes
Female,50-59,Hispanic,Marketing,PhD,30,90,No,Yes,No,5,17,No
Female,30-39,Hispanic,Finance,PhD,15,90,Yes,No,No,9,25,No
Female,20-29,Asian,Marketing,Bachelor,13,70,Yes,No,Yes,14,21,No
Female,30-39,Black,HR,PhD,9,70,No,Yes,Yes,8,27,No
Male,50-59,White,Finance,PhD,2,85,No,Yes,Yes,14,23,Yes
Male,30-39,Black,IT,PhD,24,60,Yes,Yes,No,12,26,Yes
Male,20-29,Hispanic,IT,Master,8,80,No,Yes,No,10,21,Yes
Female,20-29,Hispanic,HR,Bachelor,29,70,Yes,No,Yes,14,3,No
Male,20-29,Asian,IT,Bachelor,30,95,No,No,No,4,21,Yes
Female,50-59,Asian,Marketing,Bachelor,20,70,No,Yes,Yes,4,23,No
Female,50-59,Hispanic,Marketing,PhD,17,60,Yes,Yes,Yes,10,7,No
Male,40-49,White,HR,PhD,13,60,No,Yes,Yes,5,12,Yes
Male,50-59,White,IT,Master,1,90,Yes,Yes,Yes,13,9,Yes
Male,20-29,Black,IT,Bachelor,2,80,Yes,No,Yes,13,1,Yes
Female,20-29,Hispanic,HR,PhD,30,60,Yes,Yes,Yes,3,7,No
Male,50-59,Hispanic,Finance,Bachelor,15,70,No,Yes,Yes,8,5,Yes
Female,30-39,White,IT,Master,12,70,Yes,Yes,No,7,15,No
Male,50-59,White,Finance,Master,14,85,Yes,No,Yes,5,17,Yes
Female,50-59,Hispanic,IT,Master,25,60,No,No,No,10,16,No
Female,20-29,Asian,IT,Bachelor,29,95,No,No,No,3,5,No
Male,40-49,Hispanic,IT,PhD,2,90,No,Yes,Yes,5,12,Yes
Female,20-29,Hispanic,IT,PhD,18,80,No,Yes,No,3,22,No
Female,40-49,White,Marketing,Master,22,95,No,Yes,No,10,13,No
Male,20-29,White,Finance,PhD,7,90,No,No,No,5,29,Yes
Female,50-59,Asian,Finance,Master,29,70,Yes,No,Yes,1,25,No
Male,20-29,Asian,IT,Bachelor,23,95,No,Yes,Yes,6,20,Yes
Female,20-29,Black,IT,Master,29,90,Yes,Yes,Yes,10,29,No
Male,20-29,Hispanic,Finance,Bachelor,25,70,No,No,Yes,4,9,Yes
Male,50-59,White,Marketing,Master,6,70,Yes,Yes,Yes,4,23,Yes
Female,50-59,Asian,HR,PhD,14,70,Yes,Yes,No,8,10,No
Female,50-59,Black,HR,PhD,8,70,No,Yes,No,2,12,No
Female,50-59,Black,Finance,Master,27,70,No,No,Yes,4,11,Yes
Female,40-49,White,IT,PhD,22,85,Yes,Yes,No,2,8,No
Female,40-49,White,IT,PhD,2,95,No,Yes,No,1,3,No
Male,30-39,Black,Marketing,PhD,17,90,No,Yes,No,10,6,Yes
Female,50-59,Asian,HR,Bachelor,5,85,Yes,Yes,No,13,23,No
Male,40-49,Black,Marketing,PhD,14,85,Yes,No,Yes,13,28,Yes
Male,20-29,Hispanic,HR,Bachelor,25,60,Yes,No,Yes,3,21,Yes
Female,50-59,Hispanic,Finance,Master,24,60,No,No,Yes,12,1,No
Male,30-39,White,HR,PhD,30,60,No,Yes,No,8,6,Yes
Male,30-39,Asian,Marketing,PhD,29,80,No,No,No,6,28,Yes
Male,30-39,Asian,Marketing,PhD,20,60,No,Yes,Yes,12,8,Yes
Male,20-29,Hispanic,Marketing,Master,21,90,Yes,No,Yes,7,4,Yes
Female,40-49,Black,Finance,Bachelor,29,85,No,Yes,No,2,14,No
Male,20-29,White,HR,Bachelor,21,90,Yes,No,Yes,6,17,Yes
Female,50-59,Black,HR,PhD,22,95,No,No,Yes,14,3,No
Female,30-39,Black,Marketing,Master,3,60,No,No,No,8,18,Yes
Male,20-29,Black,HR,Master,5,80,Yes,Yes,No,8,19,Yes
Female,20-29,Asian,IT,Master,16,95,No,Yes,Yes,4,25,No
Female,40-49,Hispanic,IT,Master,18,80,No,Yes,No,6,6,Yes
Female,40-49,Asian,IT,Master,26,95,Yes,No,Yes,14,25,No
Male,30-39,Hispanic,HR,Bachelor,17,85,No,Yes,No,5,7,Yes
Female,20-29,White,Finance,Bachelor,11,90,Yes,Yes,No,9,16,No
Female,20-29,White,Finance,Bachelor,17,70,Yes,Yes,Yes,8,12,Yes
Female,40-49,Black,Finance,PhD,16,90,Yes,Yes,No,2,23,No
Male,20-29,Hispanic,Finance,Master,26,60,Yes,Yes,Yes,12,20,Yes
Female,20-29,Hispanic,IT,PhD,23,70,No,Yes,No,13,27,Yes
Male,20-29,Hispanic,IT,Master,2,80,No,No,Yes,7,22,Yes
Male,40-49,Black,Marketing,Bachelor,4,85,No,No,No,7,10,Yes
Male,30-39,Black,HR,PhD,21,85,Yes,Yes,No,11,26,Yes
Male,50-59,White,HR,Bachelor,7,80,No,No,Yes,14,0,Yes
Male,30-39,Asian,Finance,Master,2,60,No,No,No,14,1,No
Male,50-59,Hispanic,IT,Master,30,80,No,Yes,Yes,12,16,Yes
Female,20-29,Hispanic,Finance,Master,6,95,No,Yes,No,1,4,No
Male,30-39,Asian,Marketing,Bachelor,17,60,Yes,No,No,1,29,Yes
Female,50-59,Hispanic,HR,Master,7,70,Yes,Yes,Yes,12,29,No
Female,40-49,Black,HR,Bachelor,25,80,No,No,No,4,5,No
Male,40-49,Black,Finance,PhD,5,60,Yes,No,No,5,25,Yes
Female,30-39,Hispanic,Marketing,Master,5,70,No,No,Yes,4,24,No
Female,30-39,Black,HR,Master,20,80,No,Yes,No,7,23,No
Female,20-29,Black,Marketing,Master,16,85,No,No,Yes,3,6,No
Female,30-39,Hispanic,Marketing,PhD,19,80,Yes,Yes,Yes,7,27,No
Male,20-29,White,Finance,Master,9,90,No,Yes,Yes,13,20,Yes
Female,20-29,Asian,IT,Bachelor,5,80,Yes,Yes,No,8,29,No
Male,40-49,Black,Finance,Bachelor,8,90,Yes,Yes,No,6,14,Yes
Female,40-49,White,IT,Master,9,70,No,Yes,Yes,6,18,No
Female,50-59,Black,Marketing,Master,5,80,Yes,No,No,8,15,No
Male,40-49,Black,IT,PhD,10,70,Yes,Yes,Yes,8,24,Yes
Female,40-49,Asian,Marketing,PhD,25,70,No,Yes,No,7,12,No
Female,30-39,Black,HR,PhD,2,60,Yes,Yes,Yes,6,4,No
Female,40-49,Asian,HR,Master,9,70,Yes,Yes,Yes,6,2,No
Male,50-59,Asian,HR,PhD,11,70,No,Yes,No,10,2,Yes
Female,30-39,Asian,Finance,PhD,4,80,No,No,Yes,11,18,No
Male,50-59,White,Finance,Bachelor,22,80,Yes,Yes,Yes,13,13,Yes
Female,40-49,Hispanic,Marketing,PhD,22,85,No,Yes,No,13,15,No
Male,50-59,White,HR,Bachelor,22,60,No,No,Yes,6,21,Yes
Male,30-39,Hispanic,Finance,Bachelor,2,70,Yes,Yes,Yes,8,16,Yes
Female,20-29,Hispanic,HR,PhD,23,60,Yes,No,No,1,26,No
Female,50-59,Asian,Finance,Bachelor,29,90,No,No,Yes,5,3,Yes
Male,50-59,Black,IT,Master,6,70,Yes,No,Yes,3,12,Yes
Male,30-39,Asian,IT,Master,27,60,No,No,Yes,12,7,Yes
Female,30-39,Black,HR,PhD,14,85,No,Yes,Yes,8,18,No
Male,50-59,Hispanic,Marketing,Master,1,85,Yes,Yes,Yes,11,4,Yes
Female,40-49,Asian,Finance,Bachelor,18,70,Yes,No,Yes,6,1,No
Female,50-59,Black,Finance,Master,7,90,No,No,Yes,14,14,No
Female,30-39,White,IT,PhD,1,85,No,Yes,Yes,2,1,No
Female,20-29,Black,IT,PhD,1,85,No,No,No,13,10,No
Male,20-29,Asian,Marketing,Bachelor,1,90,No,No,Yes,7,12,Yes
Female,40-49,White,Marketing,PhD,24,60,Yes,No,Yes,7,22,No
Male,50-59,Black,Marketing,Master,4,85,No,Yes,No,13,9,Yes
Female,20-29,Black,HR,PhD,4,80,Yes,No,Yes,5,2,No
Male,50-59,Black,IT,Bachelor,29,95,Yes,Yes,Yes,8,4,Yes
Female,30-39,Black,HR,PhD,18,95,No,Yes,Yes,14,2,No
Male,20-29,Black,IT,Master,27,85,Yes,Yes,Yes,5,5,Yes
Male,40-49,White,IT,Bachelor,11,60,Yes,No,Yes,1,12,Yes
Female,30-39,Hispanic,Finance,Master,27,60,No,No,Yes,9,9,No
Female,40-49,White,IT,Bachelor,1,70,Yes,Yes,No,4,18,No
Female,30-39,White,IT,PhD,28,80,Yes,Yes,No,13,7,No
Female,20-29,White,HR,Bachelor,10,60,No,Yes,No,2,17,No
Male,40-49,Hispanic,IT,Bachelor,9,90,No,No,No,4,2,Yes
Female,40-49,Asian,HR,PhD,23,80,No,No,No,14,23,No
Male,30-39,Hispanic,Marketing,Master,4,95,No,Yes,Yes,13,23,Yes
Male,40-49,White,IT,PhD,28,80,No,Yes,Yes,9,16,Yes
Female,30-39,Black,IT,Bachelor,6,90,No,No,Yes,2,7,No
Male,30-39,Black,HR,PhD,30,85,No,Yes,Yes,4,9,Yes
Male,30-39,White,Marketing,Bachelor,16,90,Yes,No,Yes,2,1,Yes
Male,30-39,Black,Finance,PhD,2,90,Yes,No,No,5,11,Yes
Male,20-29,White,Marketing,PhD,23,85,No,Yes,No,3,22,No
Female,30-39,Black,HR,Master,18,85,Yes,Yes,Yes,10,5,No
Female,50-59,Hispanic,Marketing,Bachelor,10,85,Yes,No,Yes,2,1,Yes
Female,40-49,Asian,HR,Master,24,85,No,No,Yes,14,20,Yes
Female,50-59,Asian,HR,Bachelor,24,85,Yes,No,No,9,22,No
Male,20-29,Hispanic,Finance,PhD,17,90,No,No,No,5,23,Yes
Male,50-59,Hispanic,IT,Bachelor,13,70,Yes,No,Yes,10,2,Yes
Female,40-49,White,HR,Master,24,70,No,Yes,No,5,16,No
Female,50-59,White,HR,Master,18,60,Yes,No,Yes,1,28,No
Female,20-29,White,Finance,Master,22,70,Yes,No,No,6,6,No
Male,30-39,Black,HR,Bachelor,13,95,Yes,No,No,13,28,Yes
Female,50-59,White,IT,Master,17,70,No,Yes,Yes,7,20,No
Female,20-29,Hispanic,Finance,Master,5,90,Yes,Yes,No,1,4,Yes
Female,20-29,Asian,IT,Master,11,85,Yes,No,No,9,22,No
Male,40-49,Black,IT,PhD,7,85,No,No,Yes,8,0,Yes
Male,40-49,White,Finance,PhD,29,90,No,Yes,No,12,7,Yes
Male,50-59,Black,HR,Bachelor,10,95,Yes,Yes,Yes,14,11,Yes
Male,30-39,Black,IT,Bachelor,17,70,Yes,Yes,No,14,13,No
Male,20-29,White,IT,Master,15,90,Yes,Yes,Yes,8,15,Yes
Male,50-59,Black,IT,PhD,18,60,Yes,No,Yes,7,9,Yes
Male,20-29,Asian,IT,Master,23,85,No,Yes,No,5,14,Yes
Male,20-29,Hispanic,Finance,Master,22,80,Yes,No,No,3,20,Yes
Female,30-39,Hispanic,Finance,PhD,19,60,Yes,No,Yes,12,23,No
Female,30-39,Asian,Marketing,PhD,30,95,No,Yes,No,14,25,No
Male,50-59,Black,Marketing,PhD,26,60,Yes,Yes,No,9,14,Yes
Male,30-39,White,IT,Bachelor,2,90,Yes,Yes,No,14,9,No
Female,30-39,Black,HR,Bachelor,26,70,Yes,Yes,Yes,7,20,No
Male,50-59,Asian,IT,Master,4,85,No,No,Yes,11,27,Yes
Male,30-39,Black,HR,Bachelor,3,95,No,No,Yes,10,6,Yes
Male,40-49,Hispanic,IT,PhD,7,95,Yes,No,No,10,25,Yes
Female,20-29,Black,Marketing,PhD,24,80,Yes,Yes,No,8,2,No
Female,20-29,Asian,Marketing,Bachelor,18,60,No,No,Yes,14,1,No
Female,20-29,Hispanic,HR,Master,10,80,Yes,Yes,Yes,6,5,No
Female,20-29,Black,IT,Master,7,70,Yes,No,No,12,20,No
Female,50-59,Black,HR,Bachelor,8,70,No,Yes,No,14,8,No
Male,20-29,Hispanic,Marketing,Master,6,80,No,No,No,11,9,Yes
Female,20-29,White,IT,Master,22,85,No,No,No,14,3,No
Male,20-29,Hispanic,IT,Master,26,70,Yes,Yes,Yes,5,26,No
Male,20-29,White,HR,PhD,1,80,Yes,No,No,8,2,No
Female,40-49,Asian,Finance,PhD,4,60,Yes,No,No,3,8,No
Female,20-29,Asian,HR,Bachelor,14,80,Yes,Yes,Yes,12,23,No
Male,40-49,Hispanic,Marketing,PhD,17,80,No,Yes,Yes,13,21,Yes
Male,50-59,Hispanic,Marketing,Master,20,90,Yes,Yes,No,13,16,Yes
Male,30-39,Asian,Marketing,PhD,18,70,Yes,Yes,Yes,7,13,Yes
Female,20-29,White,Marketing,Bachelor,11,85,No,Yes,No,2,9,No
Female,30-39,Asian,Marketing,PhD,29,85,No,No,No,3,12,No
Female,30-39,Hispanic,Finance,Master,21,90,Yes,Yes,Yes,13,11,No
Female,50-59,Asian,IT,Master,26,95,No,No,Yes,12,26,No
Female,30-39,Hispanic,HR,Bachelor,14,85,No,No,No,2,0,Yes
Male,40-49,Hispanic,HR,PhD,9,80,Yes,Yes,Yes,5,27,Yes
Female,30-39,Asian,Marketing,PhD,27,90,Yes,No,No,7,21,No
Male,30-39,White,HR,PhD,15,60,Yes,No,No,11,28,Yes
Male,30-39,Black,Marketing,Master,12,70,Yes,Yes,No,10,18,Yes
Male,20-29,Asian,Finance,Bachelor,10,70,No,No,Yes,11,18,Yes
Female,20-29,Black,Finance,PhD,19,70,No,Yes,No,11,5,No
Female,40-49,Asian,IT,Master,24,80,Yes,Yes,No,11,12,No
Female,40-49,Black,Finance,Master,19,60,Yes,Yes,No,10,18,No
Male,20-29,White,Finance,Master,6,90,No,No,Yes,13,12,Yes
Male,40-49,White,IT,PhD,20,90,Yes,No,No,14,26,Yes
Male,20-29,Asian,HR,PhD,24,70,Yes,No,No,1,25,Yes
Male,50-59,Hispanic,Marketing,PhD,27,60,Yes,No,No,13,21,Yes
Male,30-39,Black,Marketing,PhD,6,60,Yes,Yes,Yes,10,20,Yes
Male,30-39,Hispanic,HR,PhD,8,60,No,No,No,9,3,Yes
Female,40-49,Hispanic,IT,PhD,1,85,Yes,Yes,No,1,23,No
Female,20-29,Hispanic,HR,PhD,22,85,No,No,Yes,1,1,Yes
Female,20-29,White,Finance,PhD,17,70,Yes,No,Yes,14,14,No
Female,40-49,Asian,IT,PhD,17,60,Yes,No,No,12,11,No
Male,20-29,Asian,IT,Master,24,95,No,No,No,10,29,Yes
Male,50-59,White,IT,PhD,15,60,Yes,No,No,8,26,Yes
Female,30-39,White,Marketing,Bachelor,7,90,No,Yes,Yes,6,6,No
Male,40-49,Asian,HR,Master,19,90,Yes,No,Yes,6,19,Yes
Female,40-49,Hispanic,IT,PhD,22,70,Yes,No,No,12,17,No
Female,20-29,Black,IT,Bachelor,25,95,Yes,No,Yes,9,22,Yes
Female,40-49,Black,IT,PhD,23,60,Yes,No,No,4,12,No
Male,50-59,Black,HR,Bachelor,28,95,Yes,Yes,No,8,16,Yes
Female,20-29,Hispanic,Marketing,Bachelor,3,70,No,No,Yes,4,3,No
Female,20-29,Asian,Finance,Bachelor,30,90,No,Yes,No,14,24,No
Female,20-29,White,Marketing,Bachelor,30,90,Yes,No,Yes,2,13,No
Male,20-29,Asian,IT,Master,29,85,Yes,Yes,Yes,11,19,Yes
Male,50-59,Hispanic,Marketing,Master,22,70,No,Yes,No,8,27,Yes
Female,20-29,White,Marketing,Bachelor,11,70,No,Yes,Yes,12,12,No
Male,40-49,Hispanic,Finance,PhD,20,60,Yes,Yes,No,7,2,Yes
Male,50-59,Black,HR,Bachelor,30,60,Yes,Yes,Yes,4,25,Yes
Male,30-39,Black,HR,Master,29,85,No,No,No,9,25,Yes
Male,30-39,Hispanic,Marketing,PhD,19,80,Yes,Yes,No,9,17,Yes
Male,40-49,White,Marketing,Master,9,95,No,No,No,8,13,Yes
Male,40-49,White,HR,Master,10,80,Yes,Yes,Yes,14,14,Yes
Male,50-59,Asian,HR,PhD,2,80,No,Yes,No,1,2,Yes
Male,30-39,Black,Finance,Bachelor,1,70,No,No,Yes,7,0,Yes
Male,30-39,Asian,IT,Bachelor,30,95,Yes,Yes,Yes,5,25,Yes
Male,30-39,Asian,Marketing,Bachelor,16,70,No,Yes,Yes,7,23,Yes
Female,30-39,Hispanic,HR,Bachelor,18,95,Yes,Yes,Yes,12,16,No
Female,30-39,Hispanic,Marketing,PhD,23,90,Yes,Yes,Yes,9,2,No
Male,20-29,Asian,Marketing,PhD,26,70,Yes,No,No,2,13,Yes
Female,40-49,Black,HR,PhD,17,70,Yes,Yes,Yes,13,2,No
Female,20-29,Hispanic,Finance,Master,6,70,No,Yes,No,14,12,No
Male,30-39,Asian,Marketing,PhD,14,85,Yes,No,No,11,14,Yes
Male,50-59,Asian,Finance,Bachelor,23,70,Yes,No,Yes,4,17,Yes
